freq_hz,level_dbuv
209633.781,33.131
210059.442,33.470
210485.967,31.847
210913.358,33.036
211341.618,32.868
211770.746,35.261
212200.746,35.315
212631.619,33.780
213063.367,33.379
213495.992,34.223
213929.495,32.685
214363.879,32.150
214799.144,32.473
215235.293,32.955
215672.328,32.102
216110.250,34.216
216549.062,35.117
216988.764,31.403
217429.359,33.976
217870.849,33.576
218313.235,34.468
218756.520,33.894
219200.704,31.581
219645.791,31.880
220091.781,33.940
220538.677,35.532
220986.480,30.336
221435.193,34.425
221884.817,35.768
222335.353,33.613
222786.805,34.731
223239.173,32.719
223692.460,33.646
224146.667,31.236
224601.796,30.072
225057.849,35.324
225514.829,32.233
225972.736,33.073
226431.573,31.576
226891.342,31.531
227352.045,33.502
227813.682,32.606
228276.258,34.371
228739.772,34.483
229204.228,34.266
229669.626,34.127
230135.970,36.262
230603.261,32.023
231071.500,33.636
231540.690,35.529
232010.833,35.733
232481.930,31.428
232953.985,33.196
233426.997,35.862
233900.970,34.495
234375.906,33.987
234851.805,33.319
235328.671,33.046
235806.506,34.115
236285.310,33.243
236765.087,33.571
237245.838,33.758
237727.565,32.540
238210.271,34.470
238693.956,38.274
239178.624,30.761
239664.275,34.116
240150.913,32.374
240638.539,34.507
241127.155,33.650
241616.763,34.788
242107.365,35.443
242598.964,33.863
243091.561,35.359
243585.157,29.790
244079.757,36.078
244575.360,34.127
245071.970,35.244
245569.588,31.561
246068.216,32.176
246567.857,33.732
247068.513,33.464
247570.185,33.937
248072.876,35.213
248576.587,30.646
249081.321,35.021
249587.080,33.469
250093.866,33.123
250601.681,31.088
251110.527,34.240
251620.407,29.565
252131.322,34.458
252643.274,31.027
253156.265,33.492
253670.298,33.209
254185.375,35.264
254701.498,33.100
255218.669,32.268
255736.890,32.561
256256.163,35.401
256776.491,34.216
257297.875,32.733
257820.318,32.965
258343.821,30.829
258868.388,33.951
259394.020,30.507
259920.719,34.518
260448.487,33.514
260977.327,37.120
261507.241,31.534
262038.231,33.123
262570.299,36.157
263103.447,35.179
263637.678,32.152
264172.994,33.617
264709.397,33.255
265246.889,33.696
265785.472,32.120
266325.149,33.088
266865.921,30.667
267407.792,33.433
267950.763,33.930
268494.836,32.839
269040.014,30.611
269586.300,34.770
270133.694,33.765
270682.200,32.013
271231.819,32.718
271782.555,30.759
272334.409,31.512
272887.383,32.286
273441.481,35.105
273996.703,32.109
274553.053,34.149
275110.532,32.257
275669.143,33.508
276228.889,32.878
276789.771,34.495
277351.792,32.236
277914.954,30.570
278479.260,30.869
279044.712,32.225
279611.311,31.074
280179.061,33.727
280747.964,32.327
281318.022,36.876
281889.238,30.306
282461.614,33.429
283035.151,31.324
283609.854,32.377
284185.723,33.445
284762.761,29.572
285340.971,33.769
285920.356,36.564
286500.916,32.961
287082.656,34.314
287665.576,35.803
288249.681,34.227
288834.971,33.954
289421.450,31.714
290009.119,36.933
290597.982,36.364
291188.041,35.650
291779.298,38.283
292371.755,38.036
292965.415,39.084
293560.281,41.915
294156.354,39.857
294753.638,44.742
295352.135,41.887
295951.846,44.083
296552.776,49.171
297154.926,48.752
297758.298,47.834
298362.896,46.752
298968.721,47.819
299575.776,49.008
300184.064,48.982
300793.587,48.614
301404.348,48.358
302016.349,47.536
302629.592,44.885
303244.081,45.544
303859.818,46.903
304476.804,42.241
305095.044,43.067
305714.539,40.977
306335.291,41.391
306957.304,39.544
307580.581,41.532
308205.122,39.046
308830.932,35.280
309458.013,37.680
310086.366,34.680
310715.996,34.396
311346.904,35.305
311979.094,33.578
312612.566,35.427
313247.326,32.457
313883.374,32.459
314520.713,32.202
315159.347,32.190
315799.277,34.730
316440.507,33.881
317083.039,35.536
317726.875,36.371
318372.019,31.050
319018.472,32.778
319666.239,30.757
320315.320,31.374
320965.720,31.594
321617.440,30.897
322270.483,30.894
322924.853,32.336
323580.551,30.611
324237.581,33.897
324895.944,31.073
325555.645,37.029
326216.685,31.804
326879.067,32.634
327542.795,30.439
328207.869,35.235
328874.295,34.289
329542.073,32.966
330211.208,30.329
330881.701,32.814
331553.555,30.675
332226.774,34.802
332901.360,33.750
333577.315,32.601
334254.643,28.543
334933.347,30.861
335613.428,33.528
336294.891,34.361
336977.737,34.188
337661.969,29.859
338347.591,32.882
339034.605,34.017
339723.014,29.732
340412.821,32.365
341104.028,32.809
341796.639,31.883
342490.657,29.393
343186.083,31.829
343882.922,31.819
344581.175,32.099
345280.847,31.427
345981.939,31.613
346684.454,32.251
347388.396,33.015
348093.768,31.813
348800.571,31.638
349508.810,32.434
350218.487,29.206
350929.605,33.035
351642.167,32.264
352356.175,32.322
353071.634,33.788
353788.545,29.119
354506.912,29.079
355226.737,32.668
355948.024,32.211
356670.776,32.488
357394.995,31.469
358120.685,33.265
358847.848,33.687
359576.488,32.962
360306.607,31.763
361038.209,28.801
361771.296,33.397
362505.872,34.114
363241.940,33.184
363979.502,30.738
364718.561,33.216
365459.121,33.508
366201.185,34.618
366944.756,30.715
367689.837,31.748
368436.430,33.299
369184.539,32.188
369934.168,30.301
370685.318,32.745
371437.994,33.001
372192.198,32.209
372947.933,32.412
373705.203,31.640
374464.011,34.412
375224.359,30.599
375986.252,31.093
376749.691,32.043
377514.680,33.425
378281.223,29.616
379049.322,29.908
379818.981,28.737
380590.203,32.043
381362.990,30.194
382137.347,31.361
382913.276,33.027
383690.780,30.936
384469.864,32.325
385250.529,31.469
386032.779,33.016
386816.618,32.694
387602.048,30.820
388389.073,31.650
389177.697,33.583
389967.921,32.535
390759.750,29.664
391553.187,32.941
392348.235,30.149
393144.897,34.138
393943.177,33.509
394743.078,32.327
395544.603,32.108
396347.755,31.515
397152.538,32.928
397958.956,31.242
398767.010,32.205
399576.706,33.216
400388.046,30.915
401201.033,30.821
402015.670,29.889
402831.962,30.090
403649.912,28.860
404469.522,32.947
405290.796,34.666
406113.739,34.045
406938.352,29.156
407764.639,32.910
408592.604,34.019
409422.251,31.006
410253.582,31.892
411086.601,28.510
411921.311,32.142
412757.716,30.007
413595.820,32.021
414435.625,29.196
415277.136,32.556
416120.355,33.319
416965.287,30.420
417811.934,29.847
418660.300,28.209
419510.389,31.226
420362.204,30.714
421215.748,29.156
422071.026,32.356
422928.040,30.904
423786.795,29.896
424647.293,30.722
425509.538,33.317
426373.535,32.560
427239.285,31.381
428106.794,32.572
428976.063,29.717
429847.098,31.619
430719.902,31.796
431594.478,30.802
432470.829,32.243
433348.960,30.291
434228.875,32.348
435110.575,32.408
435994.066,26.851
436879.351,33.416
437766.434,26.628
438655.318,30.511
439546.006,33.131
440438.504,30.976
441332.813,29.131
442228.938,29.720
443126.883,33.107
444026.651,28.384
444928.247,33.260
445831.672,31.363
446736.933,29.541
447644.031,30.517
448552.971,29.828
449463.757,32.852
450376.392,32.657
451290.880,28.763
452207.226,30.911
453125.431,30.239
454045.502,33.777
454967.440,29.668
455891.250,34.557
456816.937,32.150
457744.502,30.623
458673.952,31.754
459605.288,32.003
460538.516,31.801
461473.638,34.672
462410.659,33.372
463349.583,32.817
464290.413,36.828
465233.154,35.849
466177.809,38.998
467124.382,40.377
468072.877,42.218
469023.298,48.723
469975.649,47.620
470929.933,49.992
471886.155,48.842
472844.319,52.687
473804.429,56.035
474766.487,55.860
475730.500,60.556
476696.469,58.523
477664.401,61.031
478634.297,61.252
479606.163,62.787
480580.002,61.456
481555.819,61.628
482533.617,60.901
483513.400,58.988
484495.173,59.527
485478.940,57.471
486464.704,55.093
487452.469,52.552
488442.240,52.441
489434.021,48.689
490427.816,46.500
491423.628,45.152
492421.463,45.799
493421.324,39.172
494423.215,40.934
495427.140,35.224
496433.104,37.321
497441.110,38.381
498451.163,35.690
499463.267,34.377
500477.426,32.539
501493.644,32.937
502511.926,32.041
503532.276,30.833
504554.697,31.348
505579.194,31.912
506605.771,30.200
507634.433,30.009
508665.184,29.027
509698.027,31.756
510732.968,31.948
511770.010,31.406
512809.158,32.549
513850.416,31.121
514893.788,31.590
515939.279,31.434
516986.892,30.789
518036.633,30.076
519088.505,34.458
520142.514,30.184
521198.662,29.834
522256.955,31.586
523317.396,31.287
524379.991,28.629
525444.743,32.666
526511.658,30.712
527580.739,29.078
528651.990,32.751
529725.417,31.843
530801.023,28.811
531878.813,33.671
532958.792,31.874
534040.964,30.797
535125.333,33.351
536211.904,31.054
537300.681,30.747
538391.669,29.729
539484.872,31.709
540580.295,31.534
541677.942,30.787
542777.817,29.493
543879.927,30.958
544984.274,30.631
546090.863,28.602
547199.699,28.374
548310.787,31.626
549424.131,26.552
550539.735,31.036
551657.605,29.936
552777.745,32.787
553900.159,29.897
555024.852,31.735
556151.829,30.037
557281.094,30.847
558412.652,31.837
559546.507,29.911
560682.665,32.239
561821.130,29.047
562961.907,31.101
564105.000,32.099
565250.414,31.672
566398.153,33.675
567548.224,29.380
568700.629,28.388
569855.374,28.997
571012.464,31.637
572171.904,31.370
573333.698,30.730
574497.851,28.763
575664.367,31.780
576833.252,28.586
578004.511,32.393
579178.148,35.103
580354.168,31.111
581532.576,31.450
582713.376,29.722
583896.575,27.607
585082.175,29.532
586270.183,28.741
587460.604,28.167
588653.441,33.231
589848.701,30.905
591046.387,31.068
592246.506,29.959
593449.061,30.170
594654.058,31.983
595861.502,30.381
597071.397,31.275
598283.749,30.105
599498.563,29.864
600715.844,28.154
601935.596,27.233
603157.825,29.972
604382.535,30.474
605609.733,28.319
606839.422,30.314
608071.608,30.448
609306.296,26.906
610543.491,28.884
611783.199,30.993
613025.423,30.953
614270.170,28.481
615517.444,30.574
616767.251,31.949
618019.595,31.549
619274.483,30.146
620531.918,29.543
621791.907,29.278
623054.454,31.026
624319.565,30.583
625587.244,31.271
626857.498,30.468
628130.331,31.560
629405.748,30.394
630683.755,31.491
631964.357,31.622
633247.559,28.934
634533.367,27.321
635821.785,32.677
637112.820,30.611
638406.476,27.450
639702.759,29.044
641001.674,31.414
642303.227,29.725
643607.422,29.346
644914.266,32.400
646223.763,28.476
647535.919,28.868
648850.739,30.478
650168.229,30.758
651488.394,30.923
652811.240,31.583
654136.771,30.440
655464.995,30.905
656795.915,29.711
658129.538,30.233
659465.868,30.317
660804.912,30.509
662146.675,31.431
663491.163,31.125
664838.380,30.366
666188.333,29.080
667541.027,30.586
668896.467,30.567
670254.660,31.091
671615.611,34.524
672979.325,30.415
674345.808,32.242
675715.065,33.648
677087.103,32.530
678461.927,36.614
679839.543,32.834
681219.955,34.587
682603.171,33.478
683989.195,34.931
685378.034,36.668
686769.692,38.424
688164.177,38.387
689561.493,40.683
690961.646,39.274
692364.642,39.593
693770.487,45.070
695179.186,41.893
696590.746,40.512
698005.172,40.820
699422.470,40.549
700842.646,43.535
702265.705,41.286
703691.654,41.765
705120.499,41.022
706552.244,41.741
707986.897,38.566
709424.463,37.474
710864.948,38.775
712308.357,38.567
713754.698,37.317
715203.975,34.679
716656.195,36.274
718111.364,33.256
719569.488,32.920
721030.572,31.613
722494.623,34.637
723961.647,33.067
725431.649,32.584
726904.637,33.237
728380.615,35.425
729859.590,27.925
731341.568,29.261
732826.556,29.280
734314.559,28.763
735805.583,28.287
737299.634,29.443
738796.720,27.907
740296.845,30.335
741800.016,29.840
743306.239,30.495
744815.521,30.512
746327.867,30.644
747843.284,29.065
749361.778,33.043
750883.356,30.013
752408.023,26.648
753935.786,28.015
755466.651,26.826
757000.624,29.630
758537.712,29.400
760077.921,28.838
761621.258,32.798
763167.728,30.452
764717.338,30.728
766270.095,28.069
767826.005,27.953
769385.074,29.604
770947.309,29.815
772512.716,26.561
774081.301,29.235
775653.071,29.539
777228.033,29.165
778806.193,28.201
780387.557,28.632
781972.133,29.205
783559.925,29.627
785150.942,30.442
786745.189,31.197
788342.674,28.989
789943.402,28.723
791547.380,30.146
793154.615,30.416
794765.114,28.737
796378.883,30.690
797995.928,30.985
799616.257,31.478
801239.876,32.249
802866.792,28.011
804497.011,29.412
806130.541,29.401
807767.387,29.219
809407.557,28.330
811051.057,26.985
812697.895,29.503
814348.076,28.118
816001.608,29.478
817658.497,28.063
819318.751,27.567
820982.376,29.694
822649.379,29.554
824319.767,30.232
825993.546,32.796
827670.724,29.735
829351.308,30.060
831035.304,27.553
832722.719,27.211
834413.561,31.795
836107.836,27.778
837805.551,27.578
839506.713,29.179
841211.330,29.090
842919.408,27.784
844630.954,28.733
846345.975,31.181
848064.479,27.917
849786.472,26.970
851511.961,30.701
853240.954,29.973
854973.458,28.185
856709.480,26.640
858449.027,27.973
860192.106,29.070
861938.724,31.015
863688.889,27.485
865442.607,29.001
867199.886,30.209
868960.734,25.312
870725.157,30.769
872493.162,27.216
874264.758,29.632
876039.950,29.488
877818.747,30.822
879601.156,29.961
881387.185,25.269
883176.839,27.810
884970.128,29.280
886767.058,28.739
888567.636,29.809
890371.871,30.300
892179.769,30.004
893991.338,28.680
895806.586,26.062
897625.519,28.280
899448.146,29.668
901274.473,27.250
903104.509,29.998
904938.261,30.434
906775.736,29.177
908616.942,24.065
910461.887,26.915
912310.578,31.971
914163.022,28.072
916019.228,25.764
917879.203,30.909
919742.955,28.947
921610.491,30.687
923481.819,29.357
925356.947,29.642
927235.882,29.484
929118.633,30.017
931005.206,32.544
932895.610,30.455
934789.852,26.380
936687.941,29.635
938589.884,30.768
940495.689,30.898
942405.363,28.339
944318.915,30.954
946236.353,30.670
948157.683,33.433
950082.916,28.292
952012.057,28.911
953945.115,29.533
955882.099,29.620
957823.015,29.461
959767.873,27.058
961716.679,31.507
963669.443,33.662
965626.172,33.309
967586.873,38.391
969551.556,36.686
971520.229,40.274
973492.898,40.337
975469.574,43.105
977450.262,44.221
979434.973,48.053
981423.714,48.097
983416.492,50.954
985413.317,52.853
987414.197,53.809
989419.139,56.757
991428.153,61.301
993441.245,58.637
995458.426,60.762
997479.702,62.769
999505.082,62.864
1001534.575,60.951
1003568.189,56.624
1005605.932,60.398
1007647.812,54.815
1009693.839,59.214
1011744.020,55.381
1013798.364,54.766
1015856.880,49.645
1017919.575,46.453
1019986.458,47.186
1022057.538,44.579
1024132.824,41.788
1026212.324,40.766
1028296.045,43.257
1030383.998,38.524
1032476.191,37.398
1034572.631,35.775
1036673.329,35.669
1038778.292,32.039
1040887.529,28.248
1043001.049,30.565
1045118.860,31.618
1047240.971,28.326
1049367.392,29.243
1051498.130,28.142
1053633.195,31.436
1055772.595,30.067
1057916.339,29.784
1060064.435,29.641
1062216.894,28.516
1064373.723,28.838
1066534.932,26.586
1068700.528,24.953
1070870.522,28.669
1073044.923,28.929
1075223.738,30.331
1077406.977,30.898
1079594.650,30.886
1081786.765,26.768
1083983.330,27.792
1086184.356,29.117
1088389.851,32.392
1090599.824,30.701
1092814.285,30.117
1095033.242,27.698
1097256.704,26.898
1099484.682,29.567
1101717.183,26.536
1103954.217,27.909
1106195.794,28.100
1108441.922,30.825
1110692.611,27.702
1112947.870,24.359
1115207.708,29.062
1117472.135,27.130
1119741.159,28.309
1122014.791,28.095
1124293.040,27.789
1126575.915,29.484
1128863.424,25.760
1131155.579,27.379
1133452.388,29.293
1135753.861,27.209
1138060.006,25.611
1140370.835,29.247
1142686.355,29.967
1145006.577,28.091
1147331.511,25.019
1149661.165,29.279
1151995.549,25.487
1154334.674,28.629
1156678.548,26.708
1159027.181,26.265
1161380.583,27.407
1163738.764,27.814
1166101.733,27.069
1168469.500,29.035
1170842.075,27.372
1173219.467,29.647
1175601.686,28.522
1177988.743,26.949
1180380.647,26.672
1182777.407,25.415
1185179.034,28.509
1187585.537,27.469
1189996.927,24.234
1192413.213,27.165
1194834.406,26.574
1197260.514,30.530
1199691.549,25.277
1202127.520,25.688
1204568.438,29.763
1207014.311,30.151
1209465.151,26.781
1211920.967,26.955
1214381.770,28.945
1216847.570,24.229
1219318.376,24.967
1221794.199,27.489
1224275.050,30.411
1226760.938,27.227
1229251.873,28.078
1231747.866,29.724
1234248.928,31.274
1236755.067,26.973
1239266.296,27.862
1241782.623,30.797
1244304.060,25.439
1246830.617,29.512
1249362.304,26.231
1251899.131,28.017
1254441.109,27.458
1256988.249,26.306
1259540.561,26.259
1262098.056,28.267
1264660.743,29.411
1267228.634,27.604
1269801.739,27.916
1272380.068,28.711
1274963.633,26.235
1277552.444,28.966
1280146.512,29.087
1282745.846,31.935
1285350.459,27.160
1287960.360,27.022
1290575.561,28.978
1293196.072,29.051
1295821.903,26.877
1298453.067,27.081
1301089.573,28.585
1303731.433,26.388
1306378.656,27.049
1309031.255,27.842
1311689.241,29.285
1314352.623,26.717
1317021.413,24.729
1319695.622,24.604
1322375.261,25.648
1325060.341,25.555
1327750.873,27.402
1330446.868,25.740
1333148.338,26.511
1335855.293,26.389
1338567.744,26.916
1341285.703,29.730
1344009.180,28.666
1346738.188,27.625
1349472.737,26.855
1352212.838,26.892
1354958.504,28.103
1357709.744,28.506
1360466.571,26.112
1363228.995,27.616
1365997.028,24.300
1368770.682,27.882
1371549.968,28.756
1374334.897,27.081
1377125.481,30.429
1379921.732,26.105
1382723.660,27.856
1385531.277,27.444
1388344.595,27.333
1391163.626,27.304
1393988.381,27.651
1396818.871,28.830
1399655.109,29.670
1402497.105,27.455
1405344.873,28.756
1408198.422,26.322
1411057.766,28.663
1413922.916,26.211
1416793.883,29.169
1419670.680,30.953
1422553.318,27.214
1425441.810,23.894
1428336.166,26.518
1431236.400,29.359
1434142.522,28.266
1437054.545,27.772
1439972.481,28.981
1442896.342,28.135
1445826.140,29.301
1448761.887,28.817
1451703.595,29.774
1454651.276,27.906
1457604.942,28.773
1460564.605,26.826
1463530.279,26.348
1466501.974,30.035
1469479.703,27.643
1472463.478,28.577
1475453.312,27.481
1478449.217,26.337
1481451.205,27.286
1484459.288,29.559
1487473.479,28.143
1490493.791,24.509
1493520.235,26.896
1496552.825,30.085
1499591.572,26.884
1502636.489,24.338
1505687.590,30.241
1508744.885,28.297
1511808.388,27.086
1514878.112,26.597
1517954.068,28.916
1521036.271,26.310
1524124.732,29.007
1527219.464,28.030
1530320.479,27.547
1533427.792,27.381
1536541.413,26.862
1539661.357,28.808
1542787.636,25.743
1545920.263,24.525
1549059.251,28.097
1552204.612,28.116
1555356.360,27.868
1558514.508,27.745
1561679.068,26.572
1564850.054,28.338
1568027.479,26.998
1571211.355,26.285
1574401.697,26.558
1577598.516,30.283
1580801.826,24.267
1584011.641,27.836
1587227.973,24.342
1590450.836,26.849
1593680.243,26.321
1596916.207,23.672
1600158.742,27.623
1603407.861,26.386
1606663.577,23.628
1609925.904,28.323
1613194.855,29.268
1616470.443,29.350
1619752.683,27.533
1623041.587,27.025
1626337.170,29.069
1629639.444,29.629
1632948.423,28.744
1636264.121,25.417
1639586.552,27.238
1642915.729,27.612
1646251.665,24.007
1649594.376,27.646
1652943.874,30.525
1656300.173,27.905
1659663.286,29.232
1663033.229,27.161
1666410.014,26.745
1669793.656,27.466
1673184.169,25.545
1676581.565,25.304
1679985.861,28.870
1683397.068,29.038
1686815.202,25.258
1690240.277,28.398
1693672.306,26.721
1697111.304,27.421
1700557.285,27.640
1704010.262,28.532
1707470.252,27.127
1710937.266,29.324
1714411.321,27.659
1717892.429,28.289
1721380.606,26.118
1724875.865,31.108
1728378.222,28.658
1731887.690,29.353
1735404.284,26.006
1738928.019,27.696
1742458.908,31.496
1745996.967,30.549
1749542.210,27.674
1753094.652,33.111
1756654.307,31.354
1760221.190,35.307
1763795.315,33.769
1767376.697,35.116
1770965.352,37.553
1774561.293,35.084
1778164.536,35.737
1781775.095,37.744
1785392.986,40.018
1789018.222,37.084
1792650.820,36.928
1796290.793,41.149
1799938.158,38.942
1803592.928,39.195
1807255.120,36.609
1810924.747,38.100
1814601.826,38.646
1818286.371,39.500
1821978.397,36.033
1825677.921,39.102
1829384.956,34.488
1833099.518,33.599
1836821.622,36.258
1840551.285,33.261
1844288.520,31.199
1848033.344,31.044
1851785.771,32.727
1855545.818,32.246
1859313.500,28.002
1863088.832,28.721
1866871.830,28.484
1870662.509,26.378
1874460.885,27.545
1878266.974,27.375
1882080.791,28.972
1885902.352,28.903
1889731.672,26.303
1893568.768,26.376
1897413.655,27.694
1901266.350,25.626
1905126.867,27.452
1908995.223,26.329
1912871.433,24.887
1916755.515,24.882
1920647.483,28.709
1924547.353,26.127
1928455.142,28.989
1932370.866,25.531
1936294.541,26.809
1940226.183,30.163
1944165.808,24.634
1948113.432,23.282
1952069.072,28.369
1956032.744,24.981
1960004.464,26.263
1963984.249,25.352
1967972.115,26.711
1971968.078,24.754
1975972.155,25.980
1979984.362,26.980
1984004.716,24.640
1988033.233,25.126
1992069.930,25.684
1996114.824,23.946
2000167.931,25.549
2004229.267,26.408
2008298.850,25.572
2012376.697,25.770
2016462.823,26.165
2020557.246,25.141
2024659.984,27.289
2028771.051,28.474
2032890.466,25.426
2037018.246,26.938
2041154.407,25.772
2045298.967,26.733
2049451.942,28.646
2053613.349,26.948
2057783.207,23.289
2061961.531,26.846
2066148.339,28.085
2070343.649,25.751
2074547.477,27.692
2078759.841,24.987
2082980.759,23.708
2087210.247,26.303
2091448.322,23.260
2095695.004,25.680
2099950.308,28.115
2104214.252,22.994
2108486.855,23.995
2112768.133,24.384
2117058.104,25.927
2121356.785,25.436
2125664.196,28.253
2129980.352,27.534
2134305.273,26.792
2138638.975,26.226
2142981.477,26.615
2147332.796,24.600
2151692.950,27.343
2156061.958,24.185
2160439.837,27.294
2164826.605,27.848
2169222.281,26.281
2173626.882,25.655
2178040.427,26.570
2182462.933,21.344
2186894.419,26.399
2191334.904,25.727
2195784.404,25.820
2200242.940,27.025
2204710.528,25.767
2209187.188,24.056
2213672.938,25.647
2218167.796,25.974
2222671.781,26.043
2227184.911,26.111
2231707.205,27.508
2236238.682,24.100
2240779.359,26.112
2245329.257,27.888
2249888.393,23.041
2254456.786,26.097
2259034.456,24.866
2263621.421,25.202
2268217.699,24.341
2272823.310,25.510
2277438.273,28.720
2282062.606,23.744
2286696.329,23.889
2291339.461,23.670
2295992.021,28.510
2300654.028,24.999
2305325.500,25.691
2310006.459,25.081
2314696.922,24.207
2319396.909,25.335
2324106.439,29.637
2328825.532,27.924
2333554.207,24.325
2338292.484,26.719
2343040.382,24.345
2347797.920,22.826
2352565.119,27.293
2357341.997,27.511
2362128.575,27.321
2366924.872,24.889
2371730.907,25.367
2376546.702,26.826
2381372.275,26.246
2386207.646,24.982
2391052.835,23.015
2395907.863,25.780
2400772.748,27.318
2405647.512,23.668
2410532.174,26.599
2415426.755,26.100
2420331.273,26.763
2425245.751,26.951
2430170.207,24.438
2435104.662,22.955
2440049.137,24.681
2445003.651,26.950
2449968.226,24.653
2454942.881,24.403
2459927.637,22.592
2464922.515,28.304
2469927.534,26.814
2474942.717,26.717
2479968.083,27.027
2485003.652,26.394
2490049.447,25.073
2495105.487,25.195
2500171.793,24.766
2505248.386,29.659
2510335.288,26.326
2515432.518,24.687
2520540.098,26.167
2525658.049,23.798
2530786.392,27.815
2535925.149,24.343
2541074.339,26.196
2546233.985,27.092
2551404.107,25.995
2556584.728,25.524
2561775.867,25.383
2566977.548,25.268
2572189.790,24.429
2577412.616,24.625
2582646.046,27.705
2587890.104,25.157
2593144.809,24.066
2598410.184,24.490
2603686.250,27.070
2608973.029,26.383
2614270.543,26.192
2619578.814,24.876
2624897.863,26.198
2630227.712,24.244
2635568.384,24.852
2640919.899,26.812
2646282.281,26.652
2651655.552,23.675
2657039.733,23.870
2662434.846,25.406
2667840.914,27.986
2673257.959,22.153
2678686.004,25.656
2684125.070,23.002
2689575.180,24.182
2695036.356,24.606
2700508.622,24.510
2705991.998,24.321
2711486.509,25.180
2716992.177,24.305
2722509.023,22.814
2728037.072,26.395
2733576.345,26.345
2739126.866,26.482
2744688.657,22.661
2750261.741,25.597
2755846.142,26.193
2761441.881,23.455
2767048.983,25.112
2772667.470,24.905
2778297.365,28.031
2783938.692,28.156
2789591.473,22.407
2795255.733,29.053
2800931.493,23.591
2806618.778,26.618
2812317.612,26.594
2818028.016,23.441
2823750.016,25.817
2829483.634,24.848
2835228.895,25.900
2840985.821,25.375
2846754.436,26.913
2852534.765,25.113
2858326.830,24.716
2864130.657,26.732
2869946.268,25.900
2875773.687,26.135
2881612.939,23.894
2887464.048,23.277
2893327.038,24.034
2899201.932,23.942
2905088.755,26.187
2910987.531,26.483
2916898.285,24.666
2922821.041,27.197
2928755.822,27.090
2934702.655,25.283
2940661.562,23.571
2946632.569,27.400
2952615.700,24.775
2958610.979,25.067
2964618.433,24.315
2970638.084,23.427
2976669.958,22.494
2982714.080,25.850
2988770.474,23.577
2994839.166,29.718
3000920.180,23.078
3007013.542,22.797
3013119.277,25.618
3019237.409,27.242
3025367.964,24.891
3031510.967,25.696
3037666.443,21.824
3043834.418,23.683
3050014.917,23.042
3056207.966,21.720
3062413.589,24.933
3068631.813,21.150
3074862.664,22.616
3081106.165,23.865
3087362.345,23.387
3093631.227,25.344
3099912.839,25.192
3106207.205,26.126
3112514.352,25.893
3118834.305,26.507
3125167.091,24.672
3131512.736,25.153
3137871.266,25.479
3144242.707,24.880
3150627.085,24.011
3157024.426,24.108
3163434.757,23.325
3169858.105,25.300
3176294.495,24.468
3182743.954,23.551
3189206.508,23.545
3195682.185,22.661
3202171.011,26.157
3208673.012,24.710
3215188.215,23.197
3221716.648,25.864
3228258.337,23.668
3234813.308,22.308
3241381.589,26.188
3247963.208,23.691
3254558.190,23.894
3261166.563,24.615
3267788.355,26.381
3274423.592,24.594
3281072.302,22.660
3287734.512,25.476
3294410.249,23.870
3301099.542,27.726
3307802.417,24.786
3314518.903,21.327
3321249.026,25.631
3327992.815,28.378
3334750.297,28.059
3341521.501,28.816
3348306.453,24.697
3355105.182,28.340
3361917.715,26.405
3368744.082,28.742
3375584.309,27.327
3382438.426,29.486
3389306.460,30.769
3396188.439,34.807
3403084.392,36.350
3409994.347,37.382
3416918.333,36.800
3423856.379,40.608
3430808.512,42.143
3437774.761,46.999
3444755.155,49.750
3451749.723,51.739
3458758.493,50.890
3465781.494,49.567
3472818.756,52.719
3479870.307,59.106
3486936.176,57.120
3494016.392,57.104
3501110.985,61.068
3508219.983,60.186
3515343.416,57.520
3522481.313,55.952
3529633.704,54.808
3536800.617,53.687
3543982.083,53.949
3551178.131,49.952
3558388.790,48.210
3565614.091,46.638
3572854.062,40.618
3580108.735,41.474
3587378.138,37.671
3594662.301,32.125
3601961.255,30.913
3609275.029,31.032
3616603.654,32.036
3623947.160,30.078
3631305.577,29.078
3638678.935,30.960
3646067.265,25.018
3653470.596,26.353
3660888.960,26.354
3668322.387,24.263
3675770.908,25.150
3683234.553,22.281
3690713.352,26.893
3698207.338,23.390
3705716.539,27.613
3713240.989,24.221
3720780.716,25.851
3728335.753,24.072
3735906.131,24.070
3743491.880,23.157
3751093.032,24.260
3758709.618,24.561
3766341.670,22.784
3773989.219,23.827
3781652.295,23.041
3789330.932,27.688
3797025.160,23.857
3804735.011,26.465
3812460.518,23.672
3820201.710,24.393
3827958.621,21.856
3835731.283,23.248
3843519.727,24.293
3851323.985,26.487
3859144.090,24.297
3866980.074,26.149
3874831.968,24.953
3882699.806,26.525
3890583.620,23.819
3898483.441,27.731
3906399.303,23.123
3914331.238,22.666
3922279.279,21.950
3930243.459,27.608
3938223.810,25.183
3946220.364,23.330
3954233.156,25.856
3962262.218,24.951
3970307.583,26.989
3978369.284,21.360
3986447.354,23.405
3994541.826,23.082
4002652.735,20.657
4010780.112,25.505
4018923.992,23.368
4027084.409,24.977
4035261.395,27.563
4043454.984,23.215
4051665.211,23.099
4059892.108,23.956
4068135.710,25.338
4076396.051,22.845
4084673.164,22.735
4092967.084,25.429
4101277.844,24.336
4109605.480,20.452
4117950.025,21.756
4126311.514,26.111
4134689.980,24.345
4143085.459,22.476
4151497.985,23.416
4159927.592,23.702
4168374.316,24.851
